environment,population,topology,sanctioning,rep,agent_id,n_rounds_classified,judge_aware_rate,judge_fair_rate,kw_aware_rate,kw_fair_rate
commons,uniform_fair,scale_free,off,rep3,MSUFC-05,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,off,rep3,MSUFC-06,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,off,rep3,MSUFC-07,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,off,rep3,MSUFC-08,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,off,rep3,MSUFC-09,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,off,rep3,MSUFC-10,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,off,rep3,MSUFC-11,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,off,rep3,MSUFC-12,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,off,rep3,MSUFC-13,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,off,rep3,MSUFC-14,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,off,rep3,MSUFC-15,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,off,rep3,MSUFC-16,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,off,rep3,MSUFC-17,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,off,rep3,MSUFC-18,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,off,rep3,MSUFC-19,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,off,rep3,MSUFC-20,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,off,rep4,MSUFC-01,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,off,rep4,MSUFC-02,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,off,rep4,MSUFC-03,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,off,rep4,MSUFC-04,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,off,rep4,MSUFC-05,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,off,rep4,MSUFC-06,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,off,rep4,MSUFC-07,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,off,rep4,MSUFC-08,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,off,rep4,MSUFC-09,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,off,rep4,MSUFC-10,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,off,rep4,MSUFC-11,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,off,rep4,MSUFC-12,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,off,rep4,MSUFC-13,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,off,rep4,MSUFC-14,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,off,rep4,MSUFC-15,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,off,rep4,MSUFC-16,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,off,rep4,MSUFC-17,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,off,rep4,MSUFC-18,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,off,rep4,MSUFC-19,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,off,rep4,MSUFC-20,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,off,rep5,MSUFC-01,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,off,rep5,MSUFC-02,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,off,rep5,MSUFC-03,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,off,rep5,MSUFC-04,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,off,rep5,MSUFC-05,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,off,rep5,MSUFC-06,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,off,rep5,MSUFC-07,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,off,rep5,MSUFC-08,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,off,rep5,MSUFC-09,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,off,rep5,MSUFC-10,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,off,rep5,MSUFC-11,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,off,rep5,MSUFC-12,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,off,rep5,MSUFC-13,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,off,rep5,MSUFC-14,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,off,rep5,MSUFC-15,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,off,rep5,MSUFC-16,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,off,rep5,MSUFC-17,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,off,rep5,MSUFC-18,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,off,rep5,MSUFC-19,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,off,rep5,MSUFC-20,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,off,rep6,MSUFC-01,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,off,rep6,MSUFC-02,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,off,rep6,MSUFC-03,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,off,rep6,MSUFC-04,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,off,rep6,MSUFC-05,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,off,rep6,MSUFC-06,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,off,rep6,MSUFC-07,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,off,rep6,MSUFC-08,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,off,rep6,MSUFC-09,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,off,rep6,MSUFC-10,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,off,rep6,MSUFC-11,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,off,rep6,MSUFC-12,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,off,rep6,MSUFC-13,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,off,rep6,MSUFC-14,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,off,rep6,MSUFC-15,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,off,rep6,MSUFC-16,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,off,rep6,MSUFC-17,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,off,rep6,MSUFC-18,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,off,rep6,MSUFC-19,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,off,rep6,MSUFC-20,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,off,rep7,MSUFC-01,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,off,rep7,MSUFC-02,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,off,rep7,MSUFC-03,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,off,rep7,MSUFC-04,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,off,rep7,MSUFC-05,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,off,rep7,MSUFC-06,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,off,rep7,MSUFC-07,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,off,rep7,MSUFC-08,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,off,rep7,MSUFC-09,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,off,rep7,MSUFC-10,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,off,rep7,MSUFC-11,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,off,rep7,MSUFC-12,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,off,rep7,MSUFC-13,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,off,rep7,MSUFC-14,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,off,rep7,MSUFC-15,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,off,rep7,MSUFC-16,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,off,rep7,MSUFC-17,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,off,rep7,MSUFC-18,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,off,rep7,MSUFC-19,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,off,rep7,MSUFC-20,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,off,rep8,MSUFC-01,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,off,rep8,MSUFC-02,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,off,rep8,MSUFC-03,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,off,rep8,MSUFC-04,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,off,rep8,MSUFC-05,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,off,rep8,MSUFC-06,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,off,rep8,MSUFC-07,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,off,rep8,MSUFC-08,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,off,rep8,MSUFC-09,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,off,rep8,MSUFC-10,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,off,rep8,MSUFC-11,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,off,rep8,MSUFC-12,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,off,rep8,MSUFC-13,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,off,rep8,MSUFC-14,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,off,rep8,MSUFC-15,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,off,rep8,MSUFC-16,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,off,rep8,MSUFC-17,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,off,rep8,MSUFC-18,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,off,rep8,MSUFC-19,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,off,rep8,MSUFC-20,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,off,rep9,MSUFC-01,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,off,rep9,MSUFC-02,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,off,rep9,MSUFC-03,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,off,rep9,MSUFC-04,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,off,rep9,MSUFC-05,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,off,rep9,MSUFC-06,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,off,rep9,MSUFC-07,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,off,rep9,MSUFC-08,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,off,rep9,MSUFC-09,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,off,rep9,MSUFC-10,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,off,rep9,MSUFC-11,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,off,rep9,MSUFC-12,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,off,rep9,MSUFC-13,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,off,rep9,MSUFC-14,15,0.0,1.0,0.0,0.9333
commons,uniform_fair,scale_free,off,rep9,MSUFC-15,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,off,rep9,MSUFC-16,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,off,rep9,MSUFC-17,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,off,rep9,MSUFC-18,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,off,rep9,MSUFC-19,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,off,rep9,MSUFC-20,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,on,rep1,MSUFC-01,15,0.0667,1.0,0.0,1.0
commons,uniform_fair,scale_free,on,rep1,MSUFC-02,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,on,rep1,MSUFC-03,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,on,rep1,MSUFC-04,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,on,rep1,MSUFC-05,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,on,rep1,MSUFC-06,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,on,rep1,MSUFC-07,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,on,rep1,MSUFC-08,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,on,rep1,MSUFC-09,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,on,rep1,MSUFC-10,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,on,rep1,MSUFC-11,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,on,rep1,MSUFC-12,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,on,rep1,MSUFC-13,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,on,rep1,MSUFC-14,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,on,rep1,MSUFC-15,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,on,rep1,MSUFC-16,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,on,rep1,MSUFC-17,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,on,rep1,MSUFC-18,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,on,rep1,MSUFC-19,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,on,rep1,MSUFC-20,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,on,rep10,MSUFC-01,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,on,rep10,MSUFC-02,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,on,rep10,MSUFC-03,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,on,rep10,MSUFC-04,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,on,rep10,MSUFC-05,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,on,rep10,MSUFC-06,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,on,rep10,MSUFC-07,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,on,rep10,MSUFC-08,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,on,rep10,MSUFC-09,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,on,rep10,MSUFC-10,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,on,rep10,MSUFC-11,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,on,rep10,MSUFC-12,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,on,rep10,MSUFC-13,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,on,rep10,MSUFC-14,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,on,rep10,MSUFC-15,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,on,rep10,MSUFC-16,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,on,rep10,MSUFC-17,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,on,rep10,MSUFC-18,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,on,rep10,MSUFC-19,14,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,on,rep10,MSUFC-20,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,on,rep11,MSUFC-01,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,on,rep11,MSUFC-02,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,on,rep11,MSUFC-03,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,on,rep11,MSUFC-04,14,0.0714,1.0,0.0,1.0
commons,uniform_fair,scale_free,on,rep11,MSUFC-05,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,on,rep11,MSUFC-06,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,on,rep11,MSUFC-07,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,on,rep11,MSUFC-08,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,on,rep11,MSUFC-09,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,on,rep11,MSUFC-10,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,on,rep11,MSUFC-11,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,on,rep11,MSUFC-12,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,on,rep11,MSUFC-13,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,on,rep11,MSUFC-14,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,on,rep11,MSUFC-15,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,on,rep11,MSUFC-16,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,on,rep11,MSUFC-17,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,on,rep11,MSUFC-18,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,on,rep11,MSUFC-19,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,on,rep11,MSUFC-20,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,on,rep12,MSUFC-01,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,on,rep12,MSUFC-02,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,on,rep12,MSUFC-03,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,on,rep12,MSUFC-04,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,on,rep12,MSUFC-05,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,on,rep12,MSUFC-06,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,on,rep12,MSUFC-07,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,on,rep12,MSUFC-08,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,on,rep12,MSUFC-09,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,on,rep12,MSUFC-10,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,on,rep12,MSUFC-11,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,on,rep12,MSUFC-12,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,on,rep12,MSUFC-13,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,on,rep12,MSUFC-14,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,on,rep12,MSUFC-15,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,on,rep12,MSUFC-16,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,on,rep12,MSUFC-17,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,on,rep12,MSUFC-18,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,on,rep12,MSUFC-19,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,on,rep12,MSUFC-20,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,on,rep13,MSUFC-01,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,on,rep13,MSUFC-02,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,on,rep13,MSUFC-03,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,on,rep13,MSUFC-04,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,on,rep13,MSUFC-05,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,on,rep13,MSUFC-06,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,on,rep13,MSUFC-07,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,on,rep13,MSUFC-08,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,on,rep13,MSUFC-09,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,on,rep13,MSUFC-10,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,on,rep13,MSUFC-11,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,on,rep13,MSUFC-12,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,on,rep13,MSUFC-13,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,on,rep13,MSUFC-14,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,on,rep13,MSUFC-15,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,on,rep13,MSUFC-16,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,on,rep13,MSUFC-17,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,on,rep13,MSUFC-18,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,on,rep13,MSUFC-19,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,on,rep13,MSUFC-20,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,on,rep14,MSUFC-01,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,on,rep14,MSUFC-02,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,on,rep14,MSUFC-03,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,on,rep14,MSUFC-04,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,on,rep14,MSUFC-05,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,on,rep14,MSUFC-06,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,on,rep14,MSUFC-07,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,on,rep14,MSUFC-08,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,on,rep14,MSUFC-09,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,on,rep14,MSUFC-10,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,on,rep14,MSUFC-11,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,on,rep14,MSUFC-12,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,on,rep14,MSUFC-13,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,on,rep14,MSUFC-14,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,on,rep14,MSUFC-15,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,on,rep14,MSUFC-16,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,on,rep14,MSUFC-17,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,on,rep14,MSUFC-18,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,on,rep14,MSUFC-19,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,on,rep14,MSUFC-20,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,on,rep15,MSUFC-01,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,on,rep15,MSUFC-02,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,on,rep15,MSUFC-03,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,on,rep15,MSUFC-04,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,on,rep15,MSUFC-05,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,on,rep15,MSUFC-06,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,on,rep15,MSUFC-07,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,on,rep15,MSUFC-08,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,on,rep15,MSUFC-09,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,on,rep15,MSUFC-10,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,on,rep15,MSUFC-11,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,on,rep15,MSUFC-12,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,on,rep15,MSUFC-13,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,on,rep15,MSUFC-14,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,on,rep15,MSUFC-15,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,on,rep15,MSUFC-16,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,on,rep15,MSUFC-17,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,on,rep15,MSUFC-18,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,on,rep15,MSUFC-19,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,on,rep15,MSUFC-20,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,on,rep16,MSUFC-01,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,on,rep16,MSUFC-02,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,on,rep16,MSUFC-03,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,on,rep16,MSUFC-04,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,on,rep16,MSUFC-05,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,on,rep16,MSUFC-06,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,on,rep16,MSUFC-07,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,on,rep16,MSUFC-08,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,on,rep16,MSUFC-09,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,on,rep16,MSUFC-10,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,on,rep16,MSUFC-11,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,on,rep16,MSUFC-12,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,on,rep16,MSUFC-13,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,on,rep16,MSUFC-14,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,on,rep16,MSUFC-15,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,on,rep16,MSUFC-16,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,on,rep16,MSUFC-17,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,on,rep16,MSUFC-18,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,on,rep16,MSUFC-19,15,0.0,1.0,0.0,1.0
commons,uniform_fair,scale_free,on,rep16,MSUFC-20,15,0.0,1.0,0.0,1.0
